Recipient,Activity namE,Award amount,Award date,Decision Month,Decision quarter,ACE Area,Local authority,Main discipline,Strand,Time-Limited Priority,
Amy Dickinson,Chronic Violence RESUBMISSION,"£33,486",3-Sep-24,September,Q2,South East,Brighton and Hove,Theatre,"£30,000 and below",
Ceyda Tanc Dance CIC,Evim [my home] - Creation and previews of new early-years dance theatre work,"£29,990",3-Sep-24,September,Q2,South East,Brighton and Hove,Dance,"£30,000 and below",
Kristina Veasey,Capturing The Forest,"£31,400",3-Sep-24,September,Q2,South East,Lewes,Combined arts,"£30,000 and below",
Ensonglopedia,Light Fantastic!,"£29,991",3-Sep-24,September,Q2,South East,Lewes,Theatre,"£30,000 and below",
Lewes Live Literature,Technical/Creative Development & Broadening Participation,"£24,311",3-Sep-24,September,Q2,South East,Lewes,Theatre,"£30,000 and below",
Gareth Tomlinson,The Christmas Goblin 2024,"£33,000",3-Sep-24,September,Q2,South East,Thanet,Theatre,"£30,000 and below",
Jessica Cheetham,RESUBMISSION More Dance Please - Early Years co-created live cello and dance theatre production,"£21,250",3-Sep-24,September,Q2,South East,Hastings,Dance,"£30,000 and below",
Baseless Fabric Theatre Ltd,The Elixir of Love Street Opera Production,"£54,530",3-Sep-24,September,Q2,London,Merton,Music,"Above £30,000",
Immersive Experience Network,Immersive Summit Content Recording,"£20,668",3-Sep-24,September,Q2,South East,Reading,Digital Arts,"£30,000 and below",
The Nigerian Children Cause,Changing Lives UK Project,"£18,890",3-Sep-24,September,Q2,South East,Broxbourne,Combined arts,"£30,000 and below",
Thrive Cooperative Learning Trust,Fight for Our Creative Futures,"£442,828",3-Sep-24,September,Q2,North,"Kingston upon Hull, City of",Not discipline specific,"Above £30,000 - Place Partnership project",
Kuumba Nia Arts,Kuumba Nia Arts Sankofa Journey,"£14,874",3-Sep-24,September,Q2,South East,Oxford,Theatre,"£30,000 and below",
Once Arts Ltd,The Sea,"£30,000",3-Sep-24,September,Q2,South East,Watford,Music,"£30,000 and below",
Futures Theatre Company,"Argos Archives 2025 - Resubmitted due to passwords on cash flow document, preventing access","£106,392",3-Sep-24,September,Q2,London,Lambeth,Theatre,"Above £30,000",
Luke Elliot Smith,The Hivvy - Research and Development 2024,"£16,903",4-Sep-24,September,Q2,Midlands,Croydon,Theatre,"£30,000 and below",
Dora Rubinstein,The Pirates of Shieldfield,"£12,641",4-Sep-24,September,Q2,North,York,Theatre,"£30,000 and below",
Jazz Midlands,freight train special tour,"£12,125",4-Sep-24,September,Q2,Midlands,Birmingham,Music,"£30,000 and below",
Corinne Pearlman,FIRST GRAPHIC NOVEL,"£15,500",4-Sep-24,September,Q2,London,Camden,Literature,"£30,000 and below",
Chisato Minamimura,Mark of a Woman Test Tour (Resubmission),"£38,683",4-Sep-24,September,Q2,London,Hammersmith and Fulham,Dance,"£30,000 and below",
Two Destination Language,Bottoms R&D,"£32,620",4-Sep-24,September,Q2,North,Stockton-on-Tees,Dance,"£30,000 and below",
Ryan Gilmartin,Taste It: Lincolnshire's Hidden History (Re-Submission),"£27,986",4-Sep-24,September,Q2,Midlands,South Holland,Theatre,"£30,000 and below",
Rachael Richardson,Pottery Classes for Creative Health,"£28,644",4-Sep-24,September,Q2,South West,Cornwall,Visual arts,"£30,000 and below",
Chloe Charody Creations LTD,The Happy hARTS Project,"£29,770",4-Sep-24,September,Q2,Midlands,Rushcliffe,Theatre,"£30,000 and below",
Children's Voices of Enfield,Choir Outreach and New Composition Project 2024-25,"£8,416",4-Sep-24,September,Q2,London,Enfield,Music,"£30,000 and below",
Project Auske Ltd,New work/project Research & Development: 'Elephants' & 'Agnes',"£54,146",4-Sep-24,September,Q2,North,Manchester,Dance,"Above £30,000",
Rhiannon Armstrong,The White Noise Factory engagement,"£26,125",4-Sep-24,September,Q2,London,Redbridge,Music,"£30,000 and below",
Alan Smith,Weeping Bank readings within the Dudley Borough,"£2,710",4-Sep-24,September,Q2,Midlands,South Staffordshire,Literature,"£30,000 and below",
Stephen Bailey,Autistic as F*ck R&D,"£34,090",4-Sep-24,September,Q2,South East,South Hams,Theatre,"£30,000 and below",
Luke Brown,Reimagining The Dandelion Child,"£8,100",4-Sep-24,September,Q2,South West,Portsmouth,Theatre,"£30,000 and below",
Jen Green,Errol's Garden: audio musical adaptation,"£14,242",4-Sep-24,September,Q2,London,Southwark,Literature,"£30,000 and below",
Eleanor Blackwood,Tending,"£15,315",4-Sep-24,September,Q2,London,Southwark,Theatre,"£30,000 and below",
Free Space Project,Drawn Together,"£29,860",4-Sep-24,September,Q2,London,Camden,Visual arts,"£30,000 and below",
Leah Townley,R&D to adapt the children's book Starbird for theatre,"£6,052",4-Sep-24,September,Q2,London,Barnet,Theatre,"£30,000 and below",
Southampton City Council,Make Visible: Southampton's world-class art collection,"£26,000",4-Sep-24,September,Q2,South West,Southampton,Visual arts,"£30,000 and below",Unlocking Collections
We Make Culture CIC,YOUNG MUSICIANS PROJECT PROGRESSION PROGRAMME,"£73,411",4-Sep-24,September,Q2,North,Sunderland,Music,"Above £30,000",
Estuary Festival,Estuary 2025,"£258,500",4-Sep-24,September,Q2,South East,Castle Point,Combined arts,"Above £30,000 - Place Partnership project",
Rebecca Lea,The New Winter Songbook,"£22,000",4-Sep-24,September,Q2,London,Wandsworth,Music,"£30,000 and below",
Anthony Aina,Creative Reformament,"£14,936",4-Sep-24,September,Q2,London,Southwark,Visual arts,"£30,000 and below",
Burton Unity,An Artful Celebration of Cultures,"£27,000",4-Sep-24,September,Q2,Midlands,East Staffordshire,Combined arts,"£30,000 and below",
End of The Road Festival Ltd,The Next Wave,"£29,527",4-Sep-24,September,Q2,London,Hackney,Combined arts,"£30,000 and below",
Hannah Sullivan,Nightlife R&D; two new works on women at night,"£30,140",4-Sep-24,September,Q2,South West,"Bristol, City of",Combined arts,"£30,000 and below",
Karen Babayan,Swallows and Armenians - Flying South,"£29,979",4-Sep-24,September,Q2,North,Westmorland and Furness,Theatre,"£30,000 and below",
Bright Young Minds,ONE Fest 2024,"£29,968",4-Sep-24,September,Q2,Midlands,Birmingham,Combined arts,"£30,000 and below",
Deekshaa CIC,The Dance of Apsaras,"£28,500",4-Sep-24,September,Q2,Midlands,Bromsgrove,Dance,"£30,000 and below",
Black British Book Festival,Black British Book Festival 2024,"£81,240",4-Sep-24,September,Q2,Midlands,Birmingham,Literature,"Above £30,000",
Vision Redbridge Culture & Leisure - Libraries Service,Redbridge Festival of the Dead,"£29,850",4-Sep-24,September,Q2,London,Redbridge,Libraries,"£30,000 and below",Universal Library Offers
Independent Venue Week Ltd,Independent Venue Week Year 12,"£98,709",4-Sep-24,September,Q2,London,East Suffolk,Music,"Above £30,000",
Moving Together,Moving Together School Collective - Northamptonshire,"£91,509",4-Sep-24,September,Q2,Midlands,Blaby,Dance,"Above £30,000",
Bobak Walker,Maamaan Baba,"£47,075",4-Sep-24,September,Q2,North,Leeds,Dance,"Above £30,000",
Peoplescape Theatre,Connecting Voices,"£29,980",4-Sep-24,September,Q2,North,Manchester,Theatre,"£30,000 and below",Unlocking Collections
The WOW Foundation,WOW - Women of the World - Community Choirs Commission,"£25,000",4-Sep-24,September,Q2,London,Camden,Music,"£30,000 and below",
William Rogers,On The Town R&D,"£16,174",4-Sep-24,September,Q2,London,Broxtowe,Theatre,"£30,000 and below",
Nottingham City Council,Nottingham Light Night 25,"£96,052",4-Sep-24,September,Q2,Midlands,Nottingham,Combined arts,"Above £30,000",
Total Insight Theatre,Total Insight Academy,"£29,940",4-Sep-24,September,Q2,Midlands,Nottingham,Theatre,"£30,000 and below",
Sambroso Sambroso,Sambroso Sambroso Cuban House Band,"£28,318",5-Sep-24,September,Q2,London,Barnet,Music,"£30,000 and below",Supporting Grassroots Music
Akeil Onwukwe-Adamson,Queer Bruk Soundclash,"£22,150",5-Sep-24,September,Q2,London,Enfield,Music,"£30,000 and below",Supporting Grassroots Music
Through The Noise CIC,Autumn Tour 2024,"£29,780",5-Sep-24,September,Q2,London,Hackney,Music,"£30,000 and below",Supporting Grassroots Music
Simon Catling,Grey Lantern Autumn/Winter 24,"£8,501",5-Sep-24,September,Q2,North,Manchester,Music,"£30,000 and below",Supporting Grassroots Music
Curious Ear,2025 Relaxed Gig Series,"£28,500",5-Sep-24,September,Q2,North,Trafford,Music,"£30,000 and below",Supporting Grassroots Music
Studio 17B LTD,17B Studios - Educational Program,"£20,050",5-Sep-24,September,Q2,South East,Brighton and Hove,Music,"£30,000 and below",Supporting Grassroots Music
Music Venues Alliance Brighton,HOMEGROWN,"£24,262",5-Sep-24,September,Q2,South East,Brighton and Hove,Music,"£30,000 and below",Supporting Grassroots Music
Max Anstruther,Start Small Studios Grassroots Trainee Engineer Programme,"£27,679",5-Sep-24,September,Q2,London,Waltham Forest,Music,"£30,000 and below",Supporting Grassroots Music
Vanhulle Dance Theatre,Orb Infinity Outdoor Version,"£41,501",5-Sep-24,September,Q2,South East,East Cambridgeshire,Dance,"Above £30,000",
Darren Irving,Lucida Electroniq,"£5,500",5-Sep-24,September,Q2,London,Merton,Music,"£30,000 and below",Supporting Grassroots Music
Don't Sleep Ltd,TikTok is Not Artist Development 2024,"£27,500",5-Sep-24,September,Q2,London,Lambeth,Music,"£30,000 and below",Supporting Grassroots Music
Harry Dodson,Outer Town Festival 2025,"£10,500",5-Sep-24,September,Q2,South East,South Oxfordshire,Music,"£30,000 and below",Supporting Grassroots Music
Hybrid 3,Hyrbid Manifest (2),"£29,910",5-Sep-24,September,Q2,North,Sheffield,Music,"£30,000 and below",Supporting Grassroots Music
tessa griffith,Puffling Percy,"£38,943",5-Sep-24,September,Q2,South East,Norwich,Theatre,"Above £30,000",
Alex Garden,Greenbank Folk Club,"£20,982",5-Sep-24,September,Q2,South West,"Bristol, City of",Music,"£30,000 and below",Supporting Grassroots Music
Marie Cleaver,A Glowing Tribute to Portsmouth Youth Hubs,"£26,710",10-Sep-24,September,Q2,South West,Portsmouth,Visual arts,"£30,000 and below",
Victoria Briggs,Pretty Penny,"£21,640",10-Sep-24,September,Q2,South West,Wiltshire,Theatre,"£30,000 and below",
Emile Clarke,New Adventures in Black History,"£27,947",10-Sep-24,September,Q2,South West,Bath and North East Somerset,Theatre,"£30,000 and below",
Peirene Press,Translated Fiction Events Programme 2024-2025,"£30,500",10-Sep-24,September,Q2,South West,Bath and North East Somerset,Literature,"£30,000 and below",
ProjectFemaleCIC,R&D Youth Designed Digital Dance Installation,"£33,584",11-Sep-24,September,Q2,South East,Lewes,Dance,"£30,000 and below",
Jenny Lockyer,Flying High National UK Tour,"£28,836",11-Sep-24,September,Q2,Midlands,Rhondda Cynon Taf,Theatre,"£30,000 and below",
That! Dance,Why I Dance,"£17,322",11-Sep-24,September,Q2,Midlands,East Staffordshire,Dance,"£30,000 and below",
Extraordinary Us CIC,The Weight of War - R&D,"£29,996",11-Sep-24,September,Q2,Midlands,Coventry,Theatre,"£30,000 and below",
Liminal Stage Productions Company Ltd,"Creation/R&D process for FLEX (our innovative live multi-camera XR stage show exploring disability as superpower through realtime virtual production techniques) comprising co-creation workshops, script-writing, 3D digital asset creation, R&D and semi-staged sharing for prospective co-producers","£30,650",11-Sep-24,September,Q2,London,Warwick,Theatre,"£30,000 and below",
Idea Stores,Writeidea 2024,"£22,900",11-Sep-24,September,Q2,London,Tower Hamlets,Libraries,"£30,000 and below",Universal Library Offers
Lucy Harrison,Breaking Bread,"£6,000",11-Sep-24,September,Q2,London,Waltham Forest,Visual arts,"£30,000 and below",
Sirlute,It's A Mag Ting,"£30,000",11-Sep-24,September,Q2,London,Tower Hamlets,Music,"£30,000 and below",
Charlotte Vickers,"Ali Smith's AUTUMN at Park Theatre and North Wall, with intergenerational community work and future development resubmission","£29,855",11-Sep-24,September,Q2,Midlands,Derbyshire Dales,Theatre,"£30,000 and below",
DC Engage CIC,Millennium: Innovation in a time of crisis,"£9,947",11-Sep-24,September,Q2,North,Salford,Theatre,"£30,000 and below",
Confingo,Northern Emerging Writers Project,"£7,797",11-Sep-24,September,Q2,North,Manchester,Literature,"£30,000 and below",
Sonja Linden,Small Boats,"£9,710",11-Sep-24,September,Q2,London,Haringey,Theatre,"£30,000 and below",
Easy Listening Records,Ultimate Thunder - Album 3,"£27,480",11-Sep-24,September,Q2,North,Leeds,Music,"£30,000 and below",
Anna Daly,I See You Too - Improvisation as connection & co-creation with children in early years settings,"£24,980",11-Sep-24,September,Q2,North,Lancaster,Dance,"£30,000 and below",
Jo Ingabire,I am Leah - On Stage,"£24,083",11-Sep-24,September,Q2,London,Kingston upon Thames,Theatre,"£30,000 and below",
UCA Galleries,Survival Guide for a Post-Apocalyptic Child,"£30,970",11-Sep-24,September,Q2,South East,Waverley,Visual arts,"£30,000 and below",
Halfpace Theatre,3rd RESUBMISSION - Transit 2024/25 Redevelopment,"£21,765",11-Sep-24,September,Q2,London,Islington,Theatre,"£30,000 and below",
Alleyne Dance,FFH Participation & Outreach R&D,"£23,770",11-Sep-24,September,Q2,London,Enfield,Dance,"£30,000 and below",
Blue Elephant Theatre,Blue Elephant Christmas Show 2024,"£27,893",11-Sep-24,September,Q2,London,Southwark,Theatre,"£30,000 and below",
StoryMatters,StoryMatters Creative Writing Workshops,"£22,200",11-Sep-24,September,Q2,London,Croydon,Literature,"£30,000 and below",
Natalie Hall,Growing Season Part 2: Emerging Artist Development,"£19,085",11-Sep-24,September,Q2,London,Greenwich,Combined arts,"£30,000 and below",
Mangled Yarn,It's a Wonderful Life Christmas 2024,"£9,986",11-Sep-24,September,Q2,South East,Reigate and Banstead,Theatre,"£30,000 and below",
MATTBLACKBARN CIC,Engaging and Inspiring Communities,"£31,500",11-Sep-24,September,Q2,South East,Chichester,Visual arts,"£30,000 and below",
Randall Huskinson,War Bride of Mormon County,"£5,087",11-Sep-24,September,Q2,London,Rochdale,Theatre,"£30,000 and below",
Fusion Arts Oxford,Revitalising Park End Street,"£29,116",11-Sep-24,September,Q2,South East,Oxford,Combined arts,"£30,000 and below",
East Coast Sunrise CIC,Reflections on War,"£28,048",11-Sep-24,September,Q2,South East,Broadland,Theatre,"£30,000 and below",
Rhum & Clay Theatre Company,GIANTS: Final script development & industry showing,"£8,000",11-Sep-24,September,Q2,London,Camden,Theatre,"£30,000 and below",
Natasha Stanic Mann,"The Return; tour, workshops and production development (resubmission)","£4,759",11-Sep-24,September,Q2,London,Brent,Theatre,"£30,000 and below",
Jeni Cairns,Imaginal field residency and exhibition,"£28,588",11-Sep-24,September,Q2,South East,Fenland,Combined arts,"£30,000 and below",
Old Diorama Arts Centre,One Roof,"£33,000",11-Sep-24,September,Q2,London,Camden,Combined arts,"£30,000 and below",
John Sam West,BARDCORE - Re-submission,"£29,618",11-Sep-24,September,Q2,Midlands,Nottingham,Theatre,"£30,000 and below",
Rudi Hart,Black Artists in Manchester Open Call 2024,"£11,750",11-Sep-24,September,Q2,North,Manchester,Visual arts,"£30,000 and below",
The Tenebrae Choir,Tenebrae x Third Culture Collective Partnership,"£16,513",11-Sep-24,September,Q2,South East,South Cambridgeshire,Music,"£30,000 and below",
Amanda Lane,November Project,"£4,592",11-Sep-24,September,Q2,South East,Brighton and Hove,Theatre,"£30,000 and below",
4482 [SASAPARI],K-Women: Celebrating Korean Female Artists,"£9,385",11-Sep-24,September,Q2,South East,Spelthorne,Visual arts,"£30,000 and below",
Tim Garland Music Ltd,'Moment of Departure' - Tour and Engagement,"£14,580",11-Sep-24,September,Q2,South East,Dacorum,Music,"£30,000 and below",
Swati Dance Company,Symphony of Movement,"£30,000",11-Sep-24,September,Q2,North,West Lancashire,Dance,"£30,000 and below",
RashDash Arts,Disrupt/Create/Deviate,"£29,958",12-Sep-24,September,Q2,North,Stockport,Theatre,"£30,000 and below",
Caroline Collinge,Wonderbox,"£16,650",12-Sep-24,September,Q2,North,Gateshead,Visual arts,"£30,000 and below",
Steven Blackshaw,MIXTAPE BITESIZE: Co-creating a new interactive theatre show with young people & community groups in South Tyneside (RESUBMISSION),"£30,400",12-Sep-24,September,Q2,North,Newcastle upon Tyne,Theatre,"£30,000 and below",
North Yorkshire Library Service,Slipper Socials,"£8,500",12-Sep-24,September,Q2,North,North Yorkshire,Libraries,"£30,000 and below",Universal Library Offers
Blackburn with Darwen Libraries,Dorothy Who?,"£30,000",12-Sep-24,September,Q2,North,Blackburn with Darwen,Literature,"£30,000 and below",
Studio Wayne McGregor,Company Wayne McGregor Touring Season 2024-25,"£170,000",16-Sep-24,September,Q2,London,Hackney,Dance,"Above £30,000 - Over £30k Touring project",
Cheshire East Council,Crewe Step Change,"£200,000",16-Sep-24,September,Q2,North,Cheshire East,Visual arts,"Above £30,000 - Place Partnership project",
Amy Golding,Penguin Tour 2,"£81,225",16-Sep-24,September,Q2,North,North Tyneside,Theatre,"Above £30,000 - Over £30k Touring project",
Circo Rum Ba Ba,Over The Moon,"£42,922",16-Sep-24,September,Q2,South East,Swale,Theatre,"Above £30,000 - Over £30k Touring project",
Srishti,Srishti International and National Touring Project 2024-25,"£76,571",16-Sep-24,September,Q2,London,Harrow,Dance,"Above £30,000 - Over £30k Touring project",
Far From The Norm,Until We Sleep: Spring / Summer 2025,"£99,999",16-Sep-24,September,Q2,London,Kingston upon Thames,Dance,"Above £30,000 - Over £30k Touring project",
Theatre Re,Theatre Re Touring 2025 & 2026,"£83,361",16-Sep-24,September,Q2,South West,Eastleigh,Theatre,"Above £30,000 - Over £30k Touring project",
Brixton Chamber Orchestra,Estates Tours 2024,"£48,000",16-Sep-24,September,Q2,London,Lambeth,Music,"Above £30,000 - Over £30k Touring project",
Told by an Idiot,Bric a Brac in THE COCKROACHES,"£75,000",16-Sep-24,September,Q2,London,Southwark,Theatre,"Above £30,000 - Over £30k Touring project",
Applause Rural Touring,Inn Crowd Creates (working title),"£298,701",16-Sep-24,September,Q2,South East,Tunbridge Wells,Theatre,"Above £30,000 - Over £30k Touring project",
Ad Infinitum Productions CIO,Last Rites 2025 Tour,"£79,318",16-Sep-24,September,Q2,South West,"Bristol, City of",Theatre,"Above £30,000 - Over £30k Touring project",
Toucan Theatre,Profound Multiple Learning Disability Tour of The Naughty Fox and The Noisy Dinosaur,"£112,000",16-Sep-24,September,Q2,South East,Swale,Theatre,"Above £30,000 - Over £30k Touring project",
Gandini Juggling,Heka Tour 2025,"£95,045",16-Sep-24,September,Q2,London,Hackney,Theatre,"Above £30,000 - Over £30k Touring project",
Jessica Wright,Research & Development Project: Deepfake,"£29,100",17-Sep-24,September,Q2,London,Newham,Dance,"£30,000 and below",
Tower Hamlets Schools Library Services,Tower Hamlets Creative Writing Competition 2025,"£19,100",17-Sep-24,September,Q2,London,Tower Hamlets,Libraries,"£30,000 and below",
Susan Crothers,'Have a Nice Death:destigmatising how discussion around death can help NLPG-00737792-V2 us to live and die well',"£13,656",17-Sep-24,September,Q2,South East,Thanet,Theatre,"£30,000 and below",
Mae Munuo,Macbeth (a workplace comedy),"£10,413",17-Sep-24,September,Q2,South East,Ipswich,Theatre,"£30,000 and below",
Jack Gordon-Brown,Honey Fungus: R&D,"£30,567",17-Sep-24,September,Q2,South East,Brighton and Hove,Theatre,"£30,000 and below",
Amanda Fawcett,Resubmission - Strategic Upscaling for Independent Artists: DELAY and Babel's Cupid,"£48,000",17-Sep-24,September,Q2,South West,"Bristol, City of",Theatre,"Above £30,000",
Clarisse Makundul,Belly Of The Beast Finborough Theatre,"£29,723",17-Sep-24,September,Q2,London,Richmond upon Thames,Theatre,"£30,000 and below",
Lucy Mellors,Made In Gosport,"£86,300",17-Sep-24,September,Q2,South West,Gosport,Theatre,"Above £30,000",
All In Productions,first PANTO cinderella rocks,"£32,655",17-Sep-24,September,Q2,South East,Norwich,Theatre,"£30,000 and below",
Samantha Hart,Hartist Art Club,"£1,500",17-Sep-24,September,Q2,South East,West Oxfordshire,Visual arts,"£30,000 and below",
Stephen Emmerson,How to Read a Book,"£22,560",17-Sep-24,September,Q2,South East,Folkestone and Hythe,Literature,"£30,000 and below",
DOCA (Devizes Outdoor Celebratory Arts),Home is where the heART is,"£64,948",17-Sep-24,September,Q2,South West,Wiltshire,Combined arts,"Above £30,000",
Lisa Muten,What Happened to the Cat,"£27,992",17-Sep-24,September,Q2,London,Lewisham,Combined arts,"£30,000 and below",
Manchester City Council - Culture Policy,Manchester Culture and Creativity in Place,"£450,000",17-Sep-24,September,Q2,North,Manchester,Combined arts,"Above £30,000 - Place Partnership project",
Museum of Colour CIC,Keeping it Real,"£32,000",17-Sep-24,September,Q2,South East,Folkestone and Hythe,Museums,"£30,000 and below",
William Byram,Dream Lovers 2025,"£20,000",17-Sep-24,September,Q2,London,Croydon,Music,"£30,000 and below",
Ironclad Creative CIC,"The Writers' Space: Brighton & Hove, Hastings & Reading (Berkshire)","£27,728",17-Sep-24,September,Q2,London,Newham,Combined arts,"£30,000 and below",
Constella OperaBallet,Connecting Stars - Phase 7,"£27,195",17-Sep-24,September,Q2,London,Westminster,Dance,"£30,000 and below",
Culture In Action,Three Refrigerators and a washing machine,"£17,511",17-Sep-24,September,Q2,London,Ealing,Theatre,"£30,000 and below",
Slime & Pies Theatre Company,Knit Your Own Boyfriend R&D,"£15,668",17-Sep-24,September,Q2,London,Lambeth,Theatre,"£30,000 and below",
Camille Dawson,Body Odyssey (expansion of The War Inside),"£44,090",17-Sep-24,September,Q2,London,Lewisham,Theatre,"£30,000 and below",
Tala Lee-Turton,PIA Creation,"£85,110",18-Sep-24,September,Q2,North,Sheffield,Dance,"Above £30,000",
Downtown Pompey,Accessibly Creative & Strategically Communal,"£33,950",18-Sep-24,September,Q2,South West,Portsmouth,Theatre,"£30,000 and below",
Vici Wreford-Sinnott,IN/Visible Disabled Women Rising in Our Power,"£89,375",18-Sep-24,September,Q2,North,Redcar and Cleveland,Combined arts,"Above £30,000",
Michaela Wetherell,Exhibition Programme and Commission Opportunities at Hills Art Centre.,"£29,750",18-Sep-24,September,Q2,North,Sunderland,Visual arts,"£30,000 and below",
Libby Liburd Ltd,PRICED OUT: Life on the Edge of Regeneration,"£29,676",18-Sep-24,September,Q2,Midlands,Wychavon,Theatre,"£30,000 and below",
The Emma Press,Beyond the Book: Young Midlands Readers & Publishers Programme (Pilot),"£28,456",18-Sep-24,September,Q2,Midlands,Birmingham,Literature,"£30,000 and below",
Stryx CIC,Annual Residency Programme 2024 - 2025,"£108,426",18-Sep-24,September,Q2,Midlands,Birmingham,Visual arts,"Above £30,000",
Unique Voice,Finale at the Bristol Beacon,"£7,655",18-Sep-24,September,Q2,South West,"Bristol, City of",Combined arts,"£30,000 and below",
idontloveyouanymore ltd,The Matter Of The Heart,"£27,930",18-Sep-24,September,Q2,North,Manchester,Visual arts,"£30,000 and below",
Come Play With Me CIC,Next Up North,"£21,788",18-Sep-24,September,Q2,North,North Yorkshire,Music,"£30,000 and below",
Xiaoyi Tong,Resubmission,"£29,693",18-Sep-24,September,Q2,North,Leeds,Dance,"£30,000 and below",
Heather Moore,Creating Confidence,"£4,877",18-Sep-24,September,Q2,North,Newcastle upon Tyne,Visual arts,"£30,000 and below",
Feral Productions,Talent Development Project 2024,"£31,784",18-Sep-24,September,Q2,Midlands,"Herefordshire, County of",Theatre,"£30,000 and below",
Odd Doll Puppetry,'Blink' Research and Development,"£10,000",18-Sep-24,September,Q2,North,Kirklees,Theatre,"£30,000 and below",
Gilbert White & The Oates Collections,Eco Light Festival - Let Creativity Shine,"£7,000",18-Sep-24,September,Q2,South West,East Hampshire,Museums,"£30,000 and below",Unlocking Collections
SOLA ARTS,Festival31 R&D 2024,"£30,000",18-Sep-24,September,Q2,North,Liverpool,Combined arts,"£30,000 and below",
MusicLinks Limited,The Beat Goes On - JamTent Workshops,"£19,900",18-Sep-24,September,Q2,North,Westmorland and Furness,Music,"£30,000 and below",
Rotherham Music,Rotherham Opera 2025,"£98,791",18-Sep-24,September,Q2,North,Rotherham,Music,"Above £30,000",
The Third Orchestra,Club Inégales CELEBRATE-RENEW,"£20,000",18-Sep-24,September,Q2,London,Camden,Music,"£30,000 and below",
Lu Firth,Uncanny Waters - Costume Workshops,"£27,000",18-Sep-24,September,Q2,South West,Plymouth,Combined arts,"£30,000 and below",
DanceHubCIC,Crawley’s first ever Festival of Dance and Movement for all,"£69,740",18-Sep-24,September,Q2,South East,Mid Sussex,Dance,"Above £30,000",
Richard Johnson,Your Bright Confluence,"£18,488",18-Sep-24,September,Q2,North,Sheffield,Visual arts,"£30,000 and below",
Hartlepool Folk Festival,Hartlepool Folk & Family Festival 2024,"£30,500",18-Sep-24,September,Q2,North,Hartlepool,Music,"Above £30,000",
Worcestershire County Council (libraries),Memories & Me,"£14,950",18-Sep-24,September,Q2,Midlands,Worcester,Libraries,"£30,000 and below",Universal Library Offers
Anders Duckworth,Little M - Creation & Tour - RESUBMISSION,"£107,924",19-Sep-24,September,Q2,London,Camden,Dance,"Above £30,000",
University of East London,Creative Newham Cultural Producers,"£456,270",19-Sep-24,September,Q2,London,Newham,Not discipline specific,"Above £30,000 - Place Partnership project",
Deal Music and Arts Limited,Deal  Music and Arts Learning and Participation 2025,"£63,500",19-Sep-24,September,Q2,South East,Canterbury,Music,"Above £30,000",
Peut-Être Theatre,"Young Astronomers Podcast Series with Royal Observatory, Workshop Programme and Pilot Tour","£58,700",19-Sep-24,September,Q2,London,Westminster,Theatre,"Above £30,000",
Sound Play Productions,Sound Clash,"£31,534",24-Sep-24,September,Q2,London,Croydon,Theatre,"£30,000 and below",
Black Dog Theatre Creation,The Black Dog Theatre Creation Colchester 2024 Revised,"£4,800",24-Sep-24,September,Q2,South East,Braintree,Theatre,"£30,000 and below",
GRACE NDIRITU,THE REHEARSAL,"£15,000",24-Sep-24,September,Q2,Midlands,Warwick,Visual arts,"£30,000 and below",
Michelle Stannard,"Access, Arts and Adventures 2024-2025","£29,603",24-Sep-24,September,Q2,South East,Dover,Combined arts,"£30,000 and below",
Bournemouth Writing Festival,Bournemouth Writing Festival 2025,"£28,500",24-Sep-24,September,Q2,South West,"Bournemouth, Christchurch and Poole",Literature,"£30,000 and below",
Tara Munroe,"Abstain, Ambivalence, Apathy","£23,250",24-Sep-24,September,Q2,Midlands,Harborough,Literature,"£30,000 and below",
SHAKE Festival,Akenfield R&D 3,"£28,000",24-Sep-24,September,Q2,South East,East Suffolk,Theatre,"£30,000 and below",
Odd Eyes Theatre,Creative Debate 2024-25: young people workshops & training opportunity; pilot weekly drama classes,"£29,944",24-Sep-24,September,Q2,London,Hackney,Theatre,"£30,000 and below",
Gabrieli,Gabrieli ROAR Winter2024,"£22,000",24-Sep-24,September,Q2,London,Islington,Music,"£30,000 and below",
Edible East Community Interest Company,Edible East's 'Through the Microscope',"£22,491",24-Sep-24,September,Q2,South East,Broadland,Visual arts,"£30,000 and below",
Hannah Partridge,Cornish Harmony Group,"£4,710",24-Sep-24,September,Q2,South West,Cornwall,Music,"£30,000 and below",
Corrina Abrook,The Infinity of Beauty 2,"£15,477",24-Sep-24,September,Q2,South West,Portsmouth,Visual arts,"£30,000 and below",
Gateway Arts,The Nursery - Research and Development - Phase 1 2024,"£21,647",24-Sep-24,September,Q2,South East,Peterborough,Dance,"£30,000 and below",
Kandinsky Theatre Company,Schools Show 2024: A theatrical & participatory R&D exploring the value & purpose of education,"£15,000",24-Sep-24,September,Q2,London,Southwark,Theatre,"£30,000 and below",
Station Hall Herne Hill,Stepping Into Stories 2025,"£16,870",24-Sep-24,September,Q2,London,Lambeth,Literature,"£30,000 and below",
Sine Screen,Sine Screen <Vulnerable Histories> programme 24-25,"£11,395",24-Sep-24,September,Q2,London,Greenwich,Combined arts,"£30,000 and below",
Sanskruti Cambridge CIC,Tree of Life RnD with SA dance and Microbit Tech and test the work in new settings,"£29,688",24-Sep-24,September,Q2,South East,South Cambridgeshire,Dance,"£30,000 and below",
