Recipient,Activity name,Award amount,Award date,Decision Month,Decision quarter,ACE Area,Local authority,Main discipline,Strand,Time-Limited Priority
Kennze Thompson,Revival Music,"£9,130",3-Nov-20,November,Q3,Midlands,Nottingham,Music,"£15,000 and below",
Ayodola Olalekan Babalola,Journey of hand and Stick Drum,"£15,000",3-Nov-20,November,Q3,Midlands,Birmingham,Music,"£15,000 and below",
Xhosa Cole,Xhosa Cole Quartet - debut album feat. Soweto Kinch and Reuben James,"£14,728",3-Nov-20,November,Q3,London,Birmingham,Music,"£15,000 and below",
Cara Tivey,The Vibration Continues,"£4,986",3-Nov-20,November,Q3,Midlands,"Herefordshire, County of",Music,"£15,000 and below",
Rachel Lincoln,We Cover The Universe,"£8,500",3-Nov-20,November,Q3,London,Bromley,Theatre,"£15,000 and below",
Michael Duke,Apollo,"£1,366",3-Nov-20,November,Q3,London,Hackney,Theatre,"£15,000 and below",
The Feathers of Daedalus Circus,KingDom,"£12,610",3-Nov-20,November,Q3,London,Ealing,Theatre,"£15,000 and below",
Vilma Jackson,The Vilma Jackson Show,"£12,390",3-Nov-20,November,Q3,London,Enfield,Combined arts,"£15,000 and below",
Refugee Roots,Access to Arts,"£7,400",3-Nov-20,November,Q3,Midlands,Nottingham,Visual arts,"£15,000 and below",
Jo Blake Cave,The Witness,"£15,000",3-Nov-20,November,Q3,Midlands,West Northamptonshire,Theatre,"£15,000 and below",
SUNG IM HER,Time in between time,"£3,350",3-Nov-20,November,Q3,London,Newham,Dance,"£15,000 and below",
Hear Me Out,Artist training and mentoring: wellbeing and professional development,"£15,000",3-Nov-20,November,Q3,London,Islington,Music,"£15,000 and below",
Axel Satgé,Split Second - developing Artists and Producers,"£14,650",3-Nov-20,November,Q3,London,Lewisham,Theatre,"£15,000 and below",
Anita Peacock,A Month of Writing Adventure,"£12,500",4-Nov-20,November,Q3,South East,Colchester,Literature,"£15,000 and below",
James Stodart,People Drift - Performance Program,"£14,700",4-Nov-20,November,Q3,South East,Babergh,Music,Grassroots Music,
Scratch built productions,taking our live work online and beyond,"£14,950",4-Nov-20,November,Q3,South West,Basingstoke and Deane,Theatre,"£15,000 and below",
Wassail Theatre Company,The Tale of the Charming Rat,"£15,000",4-Nov-20,November,Q3,South West,South Somerset,Theatre,"£15,000 and below",
Second Hand Dance,Night Tree on Film,"£18,250",4-Nov-20,November,Q3,South East,Epsom and Ewell,Dance,"£15,000 and below",
The Last Baguette Theatre company CIC,Playtime – theatre performance/workshops for early years,"£15,000",4-Nov-20,November,Q3,South West,Wiltshire,Theatre,"£15,000 and below",
Jane Susan Woodrow,Digital Lifer,"£15,688",4-Nov-20,November,Q3,South East,Cambridge,Theatre,"£15,000 and below",
Rosie Hoskin,Research and Development,"£15,972",4-Nov-20,November,Q3,South West,Stroud,Combined arts,"£15,000 and below",
poppy greenford,Bee-ology Circus Theatre R&D,"£6,000",4-Nov-20,November,Q3,South West,"Bristol, City of",Theatre,"£15,000 and below",
Raston Williams,Grhyme,"£10,750",4-Nov-20,November,Q3,South West,Gloucester,Combined arts,"£15,000 and below",
Creative Beings CIC,Resurgo / I Rise Again #2,"£7,890",4-Nov-20,November,Q3,South West,East Devon,Combined arts,"£15,000 and below",
Deborah Ashby,Luminosity Research and Development,"£14,936",4-Nov-20,November,Q3,North,Stockport,Combined arts,"£15,000 and below",
Sexual Health Circus,Sexual Health Circus Project,"£14,992",4-Nov-20,November,Q3,South West,"Bristol, City of",Combined arts,"£15,000 and below",
Anna Mudeka,Kure Kure Faraway Revision,"£15,000",4-Nov-20,November,Q3,South East,Breckland,Theatre,"£15,000 and below",
Concrete Youth,Winter Wonderland,"£14,973",4-Nov-20,November,Q3,North,"Kingston upon Hull, City of",Theatre,"£15,000 and below",
Lauren Carter,A picture of (mental) health. *working title,"£14,806",4-Nov-20,November,Q3,North,Bolton,Visual arts,"£15,000 and below",
Alice Proctor,Story Scouts,"£7,898",4-Nov-20,November,Q3,North,Manchester,Literature,"£15,000 and below",
AIR Gallery,2020 (Graduate Exhibition),"£6,775",4-Nov-20,November,Q3,North,Trafford,Visual arts,"£15,000 and below",
Emma Jackson,Story Drawing Club Drawing Book,"£12,573",4-Nov-20,November,Q3,North,Manchester,Visual arts,"£15,000 and below",
Kayleigh Price,Familiar Phase 2,"£14,565",4-Nov-20,November,Q3,North,Salford,Dance,"£15,000 and below",
4Elementz CIC,Camborne Revival - Street art town,"£14,995",4-Nov-20,November,Q3,South West,Cornwall,Combined arts,"£15,000 and below",
Ellie Bishop-Williams,R&D process of transferring output of Project Female Dance Company to Live-Streamed Events,"£16,764",4-Nov-20,November,Q3,South East,Lewes,Dance,"£15,000 and below",
Roxana Vilk,Lullabies Podcast Pilot,"£14,252",4-Nov-20,November,Q3,South West,"Bristol, City of",Combined arts,"£15,000 and below",
Roy Chatfield,Olive's Story,"£1,165",4-Nov-20,November,Q3,South West,Test Valley,Theatre,"£15,000 and below",
Eliza Shaddad,Celebration of Live Music,"£14,944",4-Nov-20,November,Q3,South West,Cornwall,Music,"£15,000 and below",
People's Powerhouse,People's Powerhouse Convention 2020,"£15,000",4-Nov-20,November,Q3,North,Manchester,Combined arts,"£15,000 and below",
The Lounge Bar,"The Lounge Bar, Alton Project Grant Oct","£14,800",4-Nov-20,November,Q3,South West,East Hampshire,Music,Grassroots Music,
kirris riviere,Pieces Of My Life,"£14,570",4-Nov-20,November,Q3,South West,"Bristol, City of",Theatre,"£15,000 and below",
David Greeves,Up and Forward,"£12,500",4-Nov-20,November,Q3,South West,Cornwall,Dance,"£15,000 and below",
Mark Grist,Children's novel & livestreamed workshops,"£8,629",4-Nov-20,November,Q3,South East,Peterborough,Literature,"£15,000 and below",
DanceSyndrome,Connect,"£14,094",4-Nov-20,November,Q3,North,Hyndburn,Dance,"£15,000 and below",
Anna Dumitriu,Collateral Effects,"£15,000",4-Nov-20,November,Q3,South East,Brighton and Hove,Visual arts,"£15,000 and below",
Joli Vyann,Covid-safe shows,"£15,000",4-Nov-20,November,Q3,South West,New Forest,Dance,"£15,000 and below",
Bryony Thomas,Fib Research and Development,"£15,789",4-Nov-20,November,Q3,North,Wirral,Theatre,"£15,000 and below",
Philip Giles,A Virtual Visit to Wardown,"£13,630",5-Nov-20,November,Q3,South East,East Hertfordshire,Museums,"£15,000 and below",
ashley middleton,Brainwave Immersive Installation,"£15,000",5-Nov-20,November,Q3,London,Haringey,Visual arts,"£15,000 and below",
Stanley Arts,Freedom of Movement,"£14,996",5-Nov-20,November,Q3,London,Croydon,Dance,"£15,000 and below",
Makeda McMillan,Once Upon A Quarantine,"£9,320",5-Nov-20,November,Q3,London,Waltham Forest,Literature,"£15,000 and below",
Dominic Allan,Mother,"£15,000",5-Nov-20,November,Q3,South East,Luton,Music,"£15,000 and below",
Ensonglopedia,Ensonglopedia of the Human,"£14,950",5-Nov-20,November,Q3,South East,Lewes,Music,"£15,000 and below",
Hal Branson,"Accessible, affordable, inclusive online pantomime","£12,935",5-Nov-20,November,Q3,North,Newcastle upon Tyne,Theatre,"£15,000 and below",
Bucket Club,Beastologists Make,"£14,949",5-Nov-20,November,Q3,South East,Waverley,Theatre,"£15,000 and below",
Patrick Ngabonziza,Family Affair R&D,"£13,350",5-Nov-20,November,Q3,North,Newcastle upon Tyne,Dance,"£15,000 and below",
Olivia Hirst,The Chequered Field,"£8,000",5-Nov-20,November,Q3,North,Wakefield,Theatre,"£15,000 and below",
Just Some Theatre,Blackstone R&D (Stage 1) 2020,"£14,705",5-Nov-20,November,Q3,North,Bolton,Theatre,"£15,000 and below",
Rethink Rebuild Society,Celebrating Syria Festival 2020,"£9,746",5-Nov-20,November,Q3,North,Manchester,Combined arts,"£15,000 and below",
Natalie Penn,A Christmas Carol participatory project,"£12,500",5-Nov-20,November,Q3,South East,Reading,Theatre,"£15,000 and below",
Matt Calvert,Typewritten - Kings Place 18.11.20,"£1,700",5-Nov-20,November,Q3,London,Lewisham,Music,"£15,000 and below",
Gary Thomas,Propulsion - Learning & Sharing,"£11,798",5-Nov-20,November,Q3,South East,Epsom and Ewell,Theatre,"£15,000 and below",
Linda Ingham,GATHER: new growth Winter-Winter,"£15,000",5-Nov-20,November,Q3,North,North East Lincolnshire,Visual arts,"£15,000 and below",
High Rise Entertainment CIC,NewGens - Spring Term 2021,"£15,000",5-Nov-20,November,Q3,London,Barnet,Theatre,"£15,000 and below",
Same Difference Arts,Project Grant Covid,"£14,827",5-Nov-20,November,Q3,North,Leeds,Theatre,"£15,000 and below",
Read Now Write Now,"Novels that Shaped Our World, Creative Writing Workshops: CWAC & Liverpool Libraries","£9,415",5-Nov-20,November,Q3,North,Wirral,Literature,"£15,000 and below",
Arch 468 Theatre Studio,HERSTORY: Commissioning and production of 21 Female led community writing projects.,"£18,000",5-Nov-20,November,Q3,London,Greenwich,Theatre,"£15,000 and below",
Holly Cullen-Davies,Haringey Concerts for kids stage 3,"£14,493",5-Nov-20,November,Q3,London,Haringey,Music,"£15,000 and below",
Alice Bounce,One Duck Down: Interactive,"£10,742",5-Nov-20,November,Q3,London,Enfield,Theatre,"£15,000 and below",
Mel Stevens,ATF Arts,"£18,826",5-Nov-20,November,Q3,South East,West Berkshire,Theatre,"£15,000 and below",
Lloyd Allen,Kwanzaa,"£11,941",5-Nov-20,November,Q3,London,Newham,Music,"£15,000 and below",
Roma Havers,Lob,"£10,150",5-Nov-20,November,Q3,North,Manchester,Theatre,"£15,000 and below",
International Guitar Foundation & Festivals,"IGF Live Online: a series of events to support 50+ student/young pro guitarists, champion diversity (encouraging BAME & women to play), engage participants, schools & young people, new commissions & free performances online to engage new audiences","£14,500",5-Nov-20,November,Q3,London,Islington,Music,"£15,000 and below",
Rosanna Mallinson,The Alchemical Door,"£13,948",5-Nov-20,November,Q3,London,Kensington and Chelsea,Theatre,"£15,000 and below",
Running Dog Theatre,Our Spot Digital Project,"£18,000",9-Nov-20,November,Q3,South West,Exeter,Theatre,"£15,000 and below",
Cornerstones Literary Consultancy,ELEVATE Mentoring Scheme,"£14,843",9-Nov-20,November,Q3,South West,Dorset,Literature,"£15,000 and below",
Katy Noakes,R&D 'Shuffle',"£14,930",9-Nov-20,November,Q3,South West,"Bristol, City of",Dance,"£15,000 and below",
The Maker Series CIC,TMS Podcast and Masterclass,"£14,809",9-Nov-20,November,Q3,South West,North Devon,Combined arts,"£15,000 and below",
The Wardrobe Theatre,Gatsby - The Wardrobe Ensemble at The Wardrobe Theatre,"£14,972",9-Nov-20,November,Q3,South West,"Bristol, City of",Theatre,"£15,000 and below",
Hannah Nicholls,Boat Poets online residency,"£12,935",9-Nov-20,November,Q3,South West,"Bristol, City of",Literature,"£15,000 and below",
Justin Wiggan,PLASTIK TONEZ HEAD CINEMA,"£15,000",9-Nov-20,November,Q3,South West,Cornwall,Visual arts,"£15,000 and below",
Tim Patrick,This Is Where We Meet Exhibition,"£3,000",9-Nov-20,November,Q3,South West,Test Valley,Visual arts,"£15,000 and below",
Tessa Bide,The Magic Snow Globe R&D,"£14,998",9-Nov-20,November,Q3,South West,"Bristol, City of",Theatre,"£15,000 and below",
Patsy Browne-Hope,PostPartum R&D,"£15,600",10-Nov-20,November,Q3,Midlands,Solihull,Dance,"£15,000 and below",
Contains Art CIC,Launching the Creative Quayside,"£89,100",10-Nov-20,November,Q3,South West,Somerset West and Taunton,Visual arts,"Above £15,000",
Ian Sergeant,Cut & Mix,"£13,963",10-Nov-20,November,Q3,Midlands,Birmingham,Visual arts,"£15,000 and below",
Joshua Pickering,New Touring Show 2021,"£15,000",10-Nov-20,November,Q3,South East,East Suffolk,Theatre,"£15,000 and below",
John Ward,Congress R&D,"£14,688",10-Nov-20,November,Q3,South East,East Suffolk,Theatre,"£15,000 and below",
Jason Gerdes,Theatre of the future,"£46,169",10-Nov-20,November,Q3,South West,Cornwall,Theatre,"Above £15,000",
Jet Brand,Playing with Fire,"£15,290",10-Nov-20,November,Q3,London,Hackney,Literature,"£15,000 and below",
Mary Higgins,Life of Bi,"£14,200",10-Nov-20,November,Q3,London,Southwark,Combined arts,"£15,000 and below",
Ramachandra Rao Prakash,SAMAGAMA,"£10,000",10-Nov-20,November,Q3,London,Redbridge,Music,"£15,000 and below",
Mellow Avstreih,Mmm Ahhh Whoosh! R&D,"£15,278",10-Nov-20,November,Q3,Midlands,Leicester,Music,"£15,000 and below",
Gayathiri Kamalakanthan,Inclusive Tamil Arts 2020-2021,"£11,010",10-Nov-20,November,Q3,London,Haringey,Literature,"£15,000 and below",
Natasha Natarajan,Rumi's Cave Art Club,"£7,505",10-Nov-20,November,Q3,London,Westminster,Visual arts,"£15,000 and below",
VASW,IN the Future We Will...,"£17,000",10-Nov-20,November,Q3,South West,"Bristol, City of",Visual arts,"£15,000 and below",
Glossop Creative Trust,Glossop Creates Manifesto,"£14,700",10-Nov-20,November,Q3,Midlands,High Peak,Combined arts,"£15,000 and below",
Gina Smith,Project 5: Bolder And Onward (A Distance Between Part 2),"£15,962",10-Nov-20,November,Q3,Midlands,Sandwell,Visual arts,"£15,000 and below",
Laura Thomson,Merry's Christmas Adventure,"£12,860",10-Nov-20,November,Q3,London,Lewisham,Theatre,"£15,000 and below",
Neon Dance,"Prehension Blooms Creation, Community Engagement & Company Development","£86,000",10-Nov-20,November,Q3,South West,Wiltshire,Dance,"Above £15,000",
Ramsgate Music Hall,Ramsgate Music Hall - Streaming & Video Recording,"£13,616",10-Nov-20,November,Q3,South East,Thanet,Music,Grassroots Music,
Little Lost Robot,Playable cities,"£25,000",10-Nov-20,November,Q3,South West,Bath and North East Somerset,Visual arts,"Above £15,000",
Jolie Booth,Pilgrimage Combined Arts R&D,"£14,995",10-Nov-20,November,Q3,South East,Brighton and Hove,Theatre,"£15,000 and below",
Richard Orasinski,Gravesend Light Festival Commission,"£7,000",10-Nov-20,November,Q3,South East,Folkestone and Hythe,Visual arts,"£15,000 and below",
Ian Mylne,Amaurosis Digital,"£9,200",10-Nov-20,November,Q3,London,Westminster,Combined arts,"£15,000 and below",
No Ordinary Experience,Fight the Fairytale Digital Flashmob,"£13,950",10-Nov-20,November,Q3,North,Westminster,Visual arts,"£15,000 and below",
Edgar Borrego Martins,"Art exhibition 'I Need you More than you Need Me' at the Herbert Art Gallery & Museum, Coventry","£14,500",10-Nov-20,November,Q3,South East,Bedford,Visual arts,"£15,000 and below",
Rosalie Rutherford,Threaded Collective,"£11,422",10-Nov-20,November,Q3,Midlands,Derby,Music,"£15,000 and below",
Sherif Dhaimish,"Resistance, Rebellion & Revolution: A Libyan Artist in Exile","£6,605",10-Nov-20,November,Q3,London,Southwark,Visual arts,"£15,000 and below",
AWA DANCE,Organisational development and Dance & Leadership Programmes,"£14,900",10-Nov-20,November,Q3,South East,Worthing,Dance,"£15,000 and below",
Enter Edem,The Bower of Love,"£9,100",10-Nov-20,November,Q3,Midlands,Leicester,Theatre,"£15,000 and below",
BitterSuite,BitterSuite organisational and digital project development,"£15,000",10-Nov-20,November,Q3,London,Lambeth,Music,"£15,000 and below",
Stephanie Ridings,Tappin' In R&D,"£14,052",10-Nov-20,November,Q3,Midlands,Warwick,Theatre,"£15,000 and below",
Coventry Biennial Ltd,Coventry Biennial 2021,"£125,000",11-Nov-20,November,Q3,Midlands,Coventry,Visual arts,"Above £15,000",
Holly Clark,Estimated Waiting Time,"£14,132",11-Nov-20,November,Q3,South East,Epsom and Ewell,Theatre,"£15,000 and below",
Mana Shibata,Odd Dog Out,"£14,726",11-Nov-20,November,Q3,North,Cheshire East,Music,"£15,000 and below",
Flora Parrott,Darkness Retreat Revised,"£12,344",11-Nov-20,November,Q3,South East,Thanet,Visual arts,"£15,000 and below",
Grace Dickson,Everything Must Go R&D,"£14,805",11-Nov-20,November,Q3,North,Newcastle upon Tyne,Theatre,"£15,000 and below",
Sascha Goslin,Multi-Sensory Puppet R&D,"£14,803",11-Nov-20,November,Q3,South East,Norwich,Theatre,"£15,000 and below",
Holly Gallagher,2020-2021 Development Project,"£14,995",11-Nov-20,November,Q3,North,Stockton-on-Tees,Theatre,"£15,000 and below",
Joseph Winer,Harrow in Voices: From Stanmore Common to Harrow-on-the-Hill,"£2,071",11-Nov-20,November,Q3,South East,Hertsmere,Theatre,"£15,000 and below",
Sophie Gresswell,"'Ancestors, protect me' (An animated anthology)","£5,500",11-Nov-20,November,Q3,South East,Luton,Visual arts,"£15,000 and below",
Elaine McNeill,Nelly and Joe - Doorstep Show,"£14,952",11-Nov-20,November,Q3,North,Liverpool,Theatre,"£15,000 and below",
N.i.a.m.o.s,Fandango - Inside - Research & Development,"£14,990",11-Nov-20,November,Q3,North,Manchester,Theatre,"£15,000 and below",
Diana Fenning,Glugged (R&D),"£15,782",11-Nov-20,November,Q3,North,Manchester,Theatre,"£15,000 and below",
Jack Sibley,Old Tunes Fresh Takes,"£14,922",11-Nov-20,November,Q3,North,Salford,Music,"£15,000 and below",
Mandy Redvers-Rowe,Shielded and Shafted R&D,"£13,425",11-Nov-20,November,Q3,North,Wirral,Theatre,"£15,000 and below",
Stories Outside CIC,A Walk Down Memory Lane,"£14,500",11-Nov-20,November,Q3,North,Preston,Visual arts,"£15,000 and below",
Azraa Motala,Unapologetic,"£14,980",11-Nov-20,November,Q3,North,Preston,Visual arts,"£15,000 and below",
Coventry Refugee and Migrant Centre,Party in the City 2021,"£46,222",11-Nov-20,November,Q3,Midlands,Coventry,Combined arts,"Above £15,000",
Kerri Jefferis,Oracular Theatre 2020,"£7,440",11-Nov-20,November,Q3,North,Craven,Visual arts,"£15,000 and below",
Samantha Bell,"One woman Storytelling, Stand-Up and Improv show.","£9,582",11-Nov-20,November,Q3,North,North Tyneside,Theatre,"£15,000 and below",
50+ Contemporary Dance Sheffield,Third Bite Dance,"£14,710",11-Nov-20,November,Q3,North,Sheffield,Dance,"£15,000 and below",
FROM THE HEART THEATRE,ALLESLEY SILAS 2021,"£48,900",11-Nov-20,November,Q3,Midlands,Coventry,Theatre,"Above £15,000",
Bella Gaffney,Bella Gaffney - Album Release,"£8,475",11-Nov-20,November,Q3,North,York,Music,"£15,000 and below",
Ruby Fox,R & D: Immersive Project,"£14,920",11-Nov-20,November,Q3,North,Sheffield,Visual arts,"£15,000 and below",
Bethan Kitchen,BRASH: Organisational Development,"£13,950",11-Nov-20,November,Q3,North,Newcastle upon Tyne,Theatre,"£15,000 and below",
Cameron John Sharp,BONNIE AND THE BONNETTES: DIGITAL,"£14,570",11-Nov-20,November,Q3,North,Newcastle upon Tyne,Theatre,"£15,000 and below",
Turntable Theatre,The Bacchae R & D,"£3,780",11-Nov-20,November,Q3,North,Liverpool,Theatre,"£15,000 and below",
Garry Lyons,The Ferrybridge Project,"£14,910",11-Nov-20,November,Q3,North,Selby,Theatre,"£15,000 and below",
POW! Thanet,POW! 2021 Festival,"£38,784",11-Nov-20,November,Q3,South East,Thanet,Combined arts,"Above £15,000",
The Fedora Group,A.L.I.C.E.,"£14,750",11-Nov-20,November,Q3,South East,Brighton and Hove,Combined arts,"£15,000 and below",
Corynne Elliott,Sunday Dinner On A Monday,"£13,703",11-Nov-20,November,Q3,London,Lambeth,Music,"£15,000 and below",
Kennedy Muntanga,Greater than Lion,"£9,904",11-Nov-20,November,Q3,North,Wakefield,Dance,"£15,000 and below",
ben tucker,BuckBuck 'Show Games' R & D,"£13,060",11-Nov-20,November,Q3,South East,Brighton and Hove,Theatre,"£15,000 and below",
Christopher White,Gazza & Glenda,"£10,099",11-Nov-20,November,Q3,North,Scarborough,Theatre,"£15,000 and below",
Hot Coals Theatre Ensemble,Script Development,"£56,603",11-Nov-20,November,Q3,South East,Waverley,Theatre,"Above £15,000",
H2DANCE,Fest en Fest Labs 2021,"£14,900",11-Nov-20,November,Q3,South East,Colchester,Dance,"£15,000 and below",
EGO Performance Company Ltd,EGO PERFORMANCE ACADEMY,"£64,586",11-Nov-20,November,Q3,Midlands,Coventry,Theatre,"Above £15,000",
Geoffrey Kirkwood,Performance at Sage Gateshead,"£14,999",11-Nov-20,November,Q3,North,North Tyneside,Music,"£15,000 and below",
Happy Valley Pride,Queer Arts Project,"£10,455",11-Nov-20,November,Q3,North,Calderdale,Combined arts,"£15,000 and below",
Veronica Rowlands,Gaslit: shining a light on narcissistic abuse,"£15,000",12-Nov-20,November,Q3,London,Tower Hamlets,Visual arts,"£15,000 and below",
Tanya Vital,Vim Up North,"£11,798",12-Nov-20,November,Q3,North,Bradford,Music,Grassroots Music,
The Brockley Jack Theatre Limited,Past Present Future,"£14,047",12-Nov-20,November,Q3,London,Lewisham,Theatre,"£15,000 and below",
Terri Broughton,Sheltering World,"£6,046",12-Nov-20,November,Q3,London,Lambeth,Visual arts,"£15,000 and below",
Squint Theatre Company LTD,2021/22 ARTISTIC DEVELOPMENT,"£14,985",12-Nov-20,November,Q3,London,Hackney,Theatre,"£15,000 and below",
VauxhallOne,Classical Vauxhall 2021,"£14,750",12-Nov-20,November,Q3,London,Lambeth,Music,"£15,000 and below",
LGBT Foundation,Greater Manchester LGBTQ+ Arts + Culture Network,"£45,558",12-Nov-20,November,Q3,North,Manchester,Combined arts,"Above £15,000",
Block 336,Programme 2020-21,"£49,999",12-Nov-20,November,Q3,London,Lambeth,Visual arts,"Above £15,000",
Caramel Soldier,Caramel Soldier’s H4RT Dance Research and Development Phase One,"£16,045",12-Nov-20,November,Q3,London,Croydon,Dance,"£15,000 and below",
Akiko Yanagisawa,Noh Reimagined project development 2021-2022,"£20,000",12-Nov-20,November,Q3,London,Islington,Combined arts,"Above £15,000",
Green Croft Arts,Art In The Barn 2021,"£31,678",12-Nov-20,November,Q3,North,Northumberland,Music,"Above £15,000",
Art in Liverpool C.I.C.,"Independents Biennial 2021, Production and Evaluation","£49,957",12-Nov-20,November,Q3,North,Knowsley,Visual arts,"Above £15,000",
Christina Jones,SG - Origins 2,"£59,451",12-Nov-20,November,Q3,North,Manchester,Theatre,"Above £15,000",
The Children's Media Conference Limited,Playground 2021,"£33,000",12-Nov-20,November,Q3,North,Sheffield,Visual arts,"Above £15,000",
Baluji Music Foundation,Blind Spot at St John's,"£17,092",12-Nov-20,November,Q3,London,Islington,Music,"£15,000 and below",
Long Division CIC,Wakefield Live Music Consortium,"£14,780",12-Nov-20,November,Q3,North,Wakefield,Music,Grassroots Music,
Turtle Key Arts,Turtle Key Arts -  Autumn 2020,"£29,500",12-Nov-20,November,Q3,London,Hammersmith and Fulham,Combined arts,"Above £15,000",
Carolyn Mendelsohn,Through Our Lens,"£36,940",12-Nov-20,November,Q3,North,Bradford,Visual arts,"Above £15,000",
Little Fish Theatre CIC,Balance,"£42,625",12-Nov-20,November,Q3,London,Greenwich,Theatre,"Above £15,000",
Estelle Marois,10 Years After the Revolution. Casting Fresh Eyes on Tunisia,"£6,094",12-Nov-20,November,Q3,London,Hackney,Visual arts,"£15,000 and below",
Jamal Gerald,Jumbie R&D and Scoping of Black Queer Enterprise,"£29,207",12-Nov-20,November,Q3,North,Leeds,Theatre,"Above £15,000",
Karl Donaldson,Uncomfortable Conversations,"£8,999",12-Nov-20,November,Q3,London,Barking and Dagenham,Music,"£15,000 and below",
NEIL MARCH,Operation New Music 2020/21,"£13,000",12-Nov-20,November,Q3,London,Lewisham,Music,Grassroots Music,
Centre for Indian Classical Dance (CICD),Nirman,"£14,950",16-Nov-20,November,Q3,Midlands,Leicester,Dance,"£15,000 and below",
David Wadsworth,We Don't Want All Of Our Sunflowers To Look The Same,"£11,956",16-Nov-20,November,Q3,Midlands,Amber Valley,Visual arts,"£15,000 and below",
Mythstories,Wise Words in Wild Places,"£14,900",16-Nov-20,November,Q3,Midlands,Shropshire,Literature,"£15,000 and below",
VoiceChoice,Opera Zoom Pilot,"£2,821",16-Nov-20,November,Q3,Midlands,Nottingham,Theatre,"£15,000 and below",
Joanne Masding,Being mobile and articulate,"£7,140",16-Nov-20,November,Q3,Midlands,Birmingham,Theatre,"£15,000 and below",
Dedicated (East Midlands) C.I.C.,To Hull and back,"£14,500",16-Nov-20,November,Q3,Midlands,South Kesteven,Music,Grassroots Music,
Cultural Co-operation,Whose Heritage? The Full Story,"£14,620",17-Nov-20,November,Q3,London,Camden,Combined arts,"£15,000 and below",
Elaine Duigenan,Keats200 Bicentenary Art,"£5,000",17-Nov-20,November,Q3,London,Southwark,Visual arts,"£15,000 and below",
Citizens of the World Choir,Sing Well Project and EP,"£15,000",17-Nov-20,November,Q3,London,Greenwich,Music,"£15,000 and below",
Rashida Seriki-Balogun,DANCE DOCUMENTARY PROJECT,"£6,522",17-Nov-20,November,Q3,London,Brent,Dance,"£15,000 and below",
Rocket leisure(venn street),"Venn St Records, Live","£15,000",17-Nov-20,November,Q3,London,Lambeth,Music,Grassroots Music,
lyn routledge,Angelicus,"£15,000",17-Nov-20,November,Q3,South West,"Bristol, City of",Theatre,"£15,000 and below",
Pigfoot Theatre,'Hot in Here' - a Camden Community co-creation in collaboration with CPT,"£15,000",17-Nov-20,November,Q3,South West,Bath and North East Somerset,Theatre,"£15,000 and below",
Paula Birtwistle,A New Light Weston,"£15,000",17-Nov-20,November,Q3,South West,North Somerset,Combined arts,"£15,000 and below",
The Parenting Network C.I.C,The Parenting Network C.I.C.,"£14,783",17-Nov-20,November,Q3,South West,Portsmouth,Combined arts,"£15,000 and below",
Ed Patrick,R&D for Bristol Primary School Channel,"£15,000",17-Nov-20,November,Q3,South West,"Bristol, City of",Theatre,"£15,000 and below",
Cousin Jack's Theatre Company,The Mousehole Cat 2020,"£12,000",17-Nov-20,November,Q3,South West,Cornwall,Theatre,"£15,000 and below",
Teddy May de Kock,Going Places,"£17,943",17-Nov-20,November,Q3,London,Lambeth,Theatre,"£15,000 and below",
Four Hands,TOUCH reconfigured,"£14,997",17-Nov-20,November,Q3,North,Calderdale,Dance,"£15,000 and below",
Helen Parke,Shakespeare in the Air (working title),"£13,845",17-Nov-20,November,Q3,South West,"Bristol, City of",Combined arts,"£15,000 and below",
Pierre Bureau,Stories We Tell,"£2,978",18-Nov-20,November,Q3,London,Tower Hamlets,Visual arts,"£15,000 and below",
Eleanor Church,Cell Outs R and D,"£12,674",18-Nov-20,November,Q3,South East,Brighton and Hove,Theatre,"£15,000 and below",
Payal Ramchandani,The boy who grew a forest,"£15,000",18-Nov-20,November,Q3,North,North Tyneside,Dance,"£15,000 and below",
Film Oxford,Sustainable Futures - Film Oxford,"£14,500",18-Nov-20,November,Q3,South East,Oxford,Not discipline specific,"£15,000 and below",
Stuart Galligan,Red Riding Hood,"£6,310",18-Nov-20,November,Q3,North,Manchester,Literature,"£15,000 and below",
Damian Appleby,New Play 'Army Girl' R&D,"£16,955",18-Nov-20,November,Q3,South East,Brighton and Hove,Theatre,"£15,000 and below",
Mayfield Records,Mayfield Studios Live Streaming,"£14,118",18-Nov-20,November,Q3,South West,Portsmouth,Music,Grassroots Music,
Nicola Hargreaves,Three Loud Knocks Online Storytelling,"£14,996",18-Nov-20,November,Q3,North,Blackburn with Darwen,Theatre,"£15,000 and below",
Circo Rum Ba Ba,The Snow Queen's Expedition,"£13,806",18-Nov-20,November,Q3,South East,Swale,Theatre,"£15,000 and below",
Gemma Barnett,Agatha Research & Development,"£5,825",18-Nov-20,November,Q3,London,Enfield,Theatre,"£15,000 and below",
Beverley Puppet Festival,Puppetry in the Pandemic: Digital Expansion,"£14,990",18-Nov-20,November,Q3,North,"Kingston upon Hull, City of",Theatre,"£15,000 and below",
Bowjangles,New Bowjangles production of 'Dracula',"£14,982",18-Nov-20,November,Q3,South East,North Norfolk,Theatre,"£15,000 and below",
Yuvel Soria VArgas,AJAYU TRANSITORIO Online Festival & Commissions R&D,"£15,000",18-Nov-20,November,Q3,North,South Tyneside,Combined arts,"£15,000 and below",
